data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2022-01-03 02:00:45.997728;6409;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0799;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6500;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB6984;M. BENZ;OF 1722M                                          ;2010-09-03;2010;DIESEL
2022-01-03 02:00:45.997728;6496;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1859;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;2353;VIACAO BELEM NOVO LTDA;IXC0748;M. BENZ;O 500                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2338;VIACAO BELEM NOVO LTDA;ITW8864;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;3313;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1364;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1110;TRANSPORTES COLETIVOS TREVO LTDA;IXC0943;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1045;TRANSPORTES COLETIVOS TREVO LTDA;ISP5247;M. BENZ;O500MA                                            ;2011-12-15;2011;DIESEL
2022-01-03 02:00:45.997728;1202;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5422;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;1161;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5416;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;4482;VIACAO ALTO PETROPOLIS LTDA;IOB2242;M. BENZ;OF 1722M                                          ;2007-08-30;2007;DIESEL
2022-01-03 02:00:45.997728;747;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3874;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;628;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3329;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;636;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3182;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;4499;VIACAO ALTO PETROPOLIS LTDA;ITT6181;M. BENZ;OF 1721                                           ;2012-11-29;2012;DIESEL
2022-01-03 02:00:45.997728;4407;VIACAO ALTO PETROPOLIS LTDA;IQY7311;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;6436;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0D02;M. BENZ;OF 1722                                           ;2012-07-09;2011;DIESEL
2022-01-03 02:00:45.997728;2370;VIACAO BELEM NOVO LTDA;IZP9D58;M. BENZ;OF 1721                                           ;2019-10-15;2019;DIESEL
2022-01-03 02:00:45.997728;2382;VIACAO BELEM NOVO LTDA;ISO1227;M. BENZ;OF 1722                                           ;2011-12-04;2011;DIESEL
2022-01-03 02:00:45.997728;2391;VIACAO BELEM NOVO LTDA;ITG4998;M. BENZ;OF 1722                                           ;2011-12-31;2011;DIESEL
2022-01-03 02:00:45.997728;3;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I12;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;20;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H80;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;41;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7H83;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2331;VIACAO BELEM NOVO LTDA;IRI3735;M. BENZ;OF 1722M                                          ;2010-11-23;2010;DIESEL
2022-01-03 02:00:45.997728;868;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9703;VOLVO                                             ;B290R                                             ;2015-02-05;2014;DIESEL
2022-01-03 02:00:45.997728;852;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8237;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2022-01-03 02:00:45.997728;859;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8075;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2022-01-03 02:00:45.997728;766;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3876;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;635;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3194;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;2443;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0869;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2450;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0994;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;706;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0947;VOLVO                                             ;B7R                                               ;2010-02-05;2009;DIESEL
2022-01-03 02:00:45.997728;711;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0931;VOLVO                                             ;B7R                                               ;2010-02-09;2009;DIESEL
2022-01-03 02:00:45.997728;17;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I84;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;26;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I05;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;14;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D60;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2219;VIACAO TERESOPOLIS CAVALHADA LTDA;IQI5696;M. BENZ;OF 1722M                                          ;2009-11-28;2009;DIESEL
2022-01-03 02:00:45.997728;2113;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8176;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;2432;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0897;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;729;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3930;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;2141;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2219;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2452;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0879;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2458;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4936;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;806;COMPANHIA CARRIS PORTO ALEGRENSE;ITB5398;M. BENZ;O500MA                                            ;2010-12-31;2010;DIESEL
2022-01-03 02:00:45.997728;650;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0333;VW                                       ;17260                                             ;2008-11-20;2008;DIESEL
2022-01-03 02:00:45.997728;59;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D86;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2162;VIACAO TERESOPOLIS CAVALHADA LTDA;IRO1390;M. BENZ;OF 1722M                                          ;2011-01-22;2010;DIESEL
2022-01-03 02:00:45.997728;2139;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7437;M. BENZ;OF 1722                                           ;2012-02-15;2011;DIESEL
2022-01-03 02:00:45.997728;6804;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITW4428;M. BENZ;O500MA                                            ;2012-12-27;2012;DIESEL
2022-01-03 02:00:45.997728;3054;SUDESTE TRANSPORTES COLETIVOS LTDA;IPA2928;M. BENZ;O-500M                                            ;2008-08-20;2008;DIESEL
2022-01-03 02:00:45.997728;3078;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2873;M. BENZ;O-500M                                            ;2009-09-09;2009;DIESEL
2022-01-03 02:00:45.997728;4417;VIACAO ALTO PETROPOLIS LTDA;IPG5829;M. BENZ;O-500M                                            ;2008-10-29;2008;DIESEL
2022-01-03 02:00:45.997728;4495;VIACAO ALTO PETROPOLIS LTDA;ITU9644;M. BENZ;O-500M                                            ;2012-12-07;2012;DIESEL
2022-01-03 02:00:45.997728;6411;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0823;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6402;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW3337;M. BENZ;OF 1721                                           ;2018-10-30;2018;DIESEL
2022-01-03 02:00:45.997728;6549;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1499;M. BENZ;O-500M                                            ;2012-01-04;2011;DIESEL
2022-01-03 02:00:45.997728;6501;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2648;M. BENZ;O-500M                                            ;2009-08-13;2009;DIESEL
2022-01-03 02:00:45.997728;2347;VIACAO BELEM NOVO LTDA;ITI5228;M. BENZ;OF 1722                                           ;2011-12-31;2011;DIESEL
2022-01-03 02:00:45.997728;2411;RESTINGA TRANSPORTES COLETIVOS LTDA;IQM2809;M. BENZ;O-500M                                            ;2010-01-21;2009;DIESEL
2022-01-03 02:00:45.997728;3099;SUDESTE TRANSPORTES COLETIVOS LTDA;IRM7450;M. BENZ;OF 1722M                                          ;2010-12-31;2010;DIESEL
2022-01-03 02:00:45.997728;1163;TRANSPORTES COLETIVOS TREVO LTDA;IXC0890;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1080;TRANSPORTES COLETIVOS TREVO LTDA;IPI5795;M. BENZ;OF 1722M                                          ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;1042;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5383;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;1206;TRANSPORTES COLETIVOS TREVO LTDA;IOI4727;M. BENZ;OF 1722M                                          ;2007-12-12;2007;DIESEL
2022-01-03 02:00:45.997728;690;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5860;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;758;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3844;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;746;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3654;M. BENZ;O-500M                                            ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;820;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4326;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2022-01-03 02:00:45.997728;4401;VIACAO ALTO PETROPOLIS LTDA;IXC1406;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4507;VIACAO ALTO PETROPOLIS LTDA;IXC1437;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6432;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ6898;M. BENZ;OF 1722                                           ;2011-10-18;2011;DIESEL
2022-01-03 02:00:45.997728;6420;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7832;M. BENZ;OF 1722M                                          ;2007-05-30;2007;DIESEL
2022-01-03 02:00:45.997728;2314;VIACAO BELEM NOVO LTDA;IRI3H32;M. BENZ;OF 1722M                                          ;2010-11-23;2010;DIESEL
2022-01-03 02:00:45.997728;616;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0817;VOLVO                                             ;B12M                                              ;2008-11-24;2008;DIESEL
2022-01-03 02:00:45.997728;4;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0C55;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2225;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3407;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2135;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8181;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;2232;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2975;M. BENZ;O500MA                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;2363;VIACAO BELEM NOVO LTDA;ITW8932;M. BENZ;O500MA                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;799;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5480;M. BENZ;O500MA                                            ;2010-12-31;2010;DIESEL
2022-01-03 02:00:45.997728;613;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0816;VOLVO                                             ;B12M                                              ;2008-11-24;2008;DIESEL
2022-01-03 02:00:45.997728;648;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3212;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;2160;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9464;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;2490;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6021;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2022-01-03 02:00:45.997728;671;COMPANHIA CARRIS PORTO ALEGRENSE;IQK0929;VOLVO                                             ;B7R                                               ;2010-01-07;2009;DIESEL
2022-01-03 02:00:45.997728;629;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3158;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;644;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3219;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;58;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8C13;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2228;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2H89;M. BENZ;OF 1722                                           ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;2167;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4079;M. BENZ;OF 1722                                           ;2011-08-25;2011;DIESEL
2022-01-03 02:00:45.997728;6624;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0921;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6648;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQY1419;M. BENZ;O-500M                                            ;2010-07-14;2010;DIESEL
2022-01-03 02:00:45.997728;6766;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1388;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;3098;SUDESTE TRANSPORTES COLETIVOS LTDA;IRO3615;M. BENZ;OF 1722M                                          ;2011-01-28;2010;DIESEL
2022-01-03 02:00:45.997728;3073;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7284;M. BENZ;O-500M                                            ;2009-09-02;2009;DIESEL
2022-01-03 02:00:45.997728;4494;VIACAO ALTO PETROPOLIS LTDA;ITT6135;M. BENZ;O-500M                                            ;2012-11-29;2012;DIESEL
2022-01-03 02:00:45.997728;4444;VIACAO ALTO PETROPOLIS LTDA;IQY7355;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;6495;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1863;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;2397;VIACAO BELEM NOVO LTDA;ISP2950;M. BENZ;O500MA                                            ;2011-12-14;2010;DIESEL
2022-01-03 02:00:45.997728;2367;VIACAO BELEM NOVO LTDA;IXC0285;M. BENZ;O 500                                             ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2412;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4959;M. BENZ;O 500                                             ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;2468;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1759;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;1114;TRANSPORTES COLETIVOS TREVO LTDA;IXB9138;M. BENZ;O500MA                                            ;2016-02-10;2015;DIESEL
2022-01-03 02:00:45.997728;1121;TRANSPORTES COLETIVOS TREVO LTDA;IXB9680;M. BENZ;O500MA                                            ;2016-02-11;2015;DIESEL
2022-01-03 02:00:45.997728;1115;TRANSPORTES COLETIVOS TREVO LTDA;IXC0939;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1135;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5408;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;863;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8033;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2022-01-03 02:00:45.997728;692;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5866;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;810;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4402;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2022-01-03 02:00:45.997728;4480;VIACAO ALTO PETROPOLIS LTDA;IRM8151;M. BENZ;OF 1722M                                          ;2011-01-11;2010;DIESEL
2022-01-03 02:00:45.997728;6413;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC1086;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6412;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0934;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6541;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR5690;M. BENZ;O-500M                                            ;2012-01-10;2011;DIESEL
2022-01-03 02:00:45.997728;6487;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1583;M. BENZ;OF 1722                                           ;2012-01-04;2011;DIESEL
2022-01-03 02:00:45.997728;2386;VIACAO BELEM NOVO LTDA;ISP2985;M. BENZ;O500MA                                            ;2011-12-14;2010;DIESEL
2022-01-03 02:00:45.997728;621;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3237;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;2180;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2228;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2199;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4069;M. BENZ;OF 1722                                           ;2011-08-25;2011;DIESEL
2022-01-03 02:00:45.997728;2116;VIACAO TERESOPOLIS CAVALHADA LTDA;IQT5592;M. BENZ;OF 1722M                                          ;2010-05-04;2009;DIESEL
2022-01-03 02:00:45.997728;2390;VIACAO BELEM NOVO LTDA;ITI6124;M. BENZ;OF 1722                                           ;2011-12-31;2011;DIESEL
2022-01-03 02:00:45.997728;2381;VIACAO BELEM NOVO LTDA;IXC0243;M. BENZ;O 500                                             ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;867;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6713;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2022-01-03 02:00:45.997728;855;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6630;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2022-01-03 02:00:45.997728;792;COMPANHIA CARRIS PORTO ALEGRENSE;ISY5494;M. BENZ;O-500M                                            ;2012-04-11;2011;DIESEL
2022-01-03 02:00:45.997728;767;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3872;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;730;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3882;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;848;COMPANHIA CARRIS PORTO ALEGRENSE;IWO4072;VOLVO                                             ;B290R                                             ;2015-05-29;2014;DIESEL
2022-01-03 02:00:45.997728;2451;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1930;VW                                       ;17230                                             ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;2449;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0907;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2494;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6030;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2022-01-03 02:00:45.997728;708;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0810;VOLVO                                             ;B7R                                               ;2010-02-09;2009;DIESEL
2022-01-03 02:00:45.997728;23;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I18;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;94;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B82;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;80;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J51;M. BENZ;OF 1721L;2020-08-14;2020;DIESEL
2022-01-03 02:00:45.997728;2227;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7434;M. BENZ;OF 1722                                           ;2012-02-15;2011;DIESEL
2022-01-03 02:00:45.997728;2420;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC1002;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2464;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ4C81;M. BENZ;OF 1722M                                          ;2009-12-11;2009;DIESEL
2022-01-03 02:00:45.997728;2462;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1740;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;651;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3234;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;74;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J71;M. BENZ;OF 1721L;2020-08-14;2020;DIESEL
2022-01-03 02:00:45.997728;51;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D93;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;11;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B95;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;96;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B90;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2236;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC9463;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;2445;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0904;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2497;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3D83;M. BENZ;O 500                                             ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;712;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0989;VOLVO                                             ;B7R                                               ;2010-02-05;2009;DIESEL
2022-01-03 02:00:45.997728;32;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D90;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2195;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2788;M. BENZ;OF 1722                                           ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;2140;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2225;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2463;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1750;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;8;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D66;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2221;VIACAO TERESOPOLIS CAVALHADA LTDA;IRO1392;M. BENZ;OF 1722M                                          ;2011-01-22;2010;DIESEL
2022-01-03 02:00:45.997728;2154;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9287;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;4336;VIACAO ESTORIL LTDA;IXC3097;M. BENZ;O-500M                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;2035;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRQ0597;M. BENZ;O-500M                                            ;2011-02-19;2010;DIESEL
2022-01-03 02:00:45.997728;4823;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1740;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6605;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1269;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6669;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8960;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6739;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5445;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;3143;SUDESTE TRANSPORTES COLETIVOS LTDA;ITR7250;M. BENZ;OF 1721                                           ;2012-11-06;2012;DIESEL
2022-01-03 02:00:45.997728;3342;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC2033;M. BENZ;O500MA                                            ;2016-02-18;2015;DIESEL
2022-01-03 02:00:45.997728;1153;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0999;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;4442;VIACAO ALTO PETROPOLIS LTDA;IQD4694;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2022-01-03 02:00:45.997728;4512;VIACAO ALTO PETROPOLIS LTDA;INN9068;M. BENZ;OF 1722M                                          ;2007-01-07;2006;DIESEL
2022-01-03 02:00:45.997728;4402;VIACAO ALTO PETROPOLIS LTDA;IXC1465;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4476;VIACAO ALTO PETROPOLIS LTDA;IXC1485;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6581;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0840;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6403;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1866;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6401;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1861;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
